surveyid,form_language,answer_time_90,answer_time_median,survey_name,form_test,survey_duration,userid,seed,survey_end_time,form_lang,creative,form_wave,shortcode,answer_time_min,version,survey_start_time,survey_created,answer_time_75,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,count_to_ten,cry_separated,decrease_stress,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo,seed_2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,14.958,9.628,UNICEF Bebbo Serbia,,548.55,6171594776287040,3858849175,2023-05-24 08:43:02.651000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.264,3,2023-05-24 08:33:54.101000+00:00,2023-04-10 17:01:03.082+00:00,11.996,True,,,"Yes, 1",4 to 6 years,Martin,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child shows signs of taking responsibility,Confident,Not confident,Yes,True,,No,Yes,,Secondary,,OK,,,,,,No,OK,OK,,OK,Strongly disagree,True,True,True,True,False,,,Serbian,Strongly disagree,Capital,Strongly disagree,Agree,,,Wrong,True,1,,26,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,20.31350000000001,11.2465,UNICEF Bebbo Serbia,,625.94,6174118165988765,2416797765,2023-06-13 22:48:54.436000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.421,5,2023-06-13 22:38:28.496000+00:00,2023-06-01 17:32:18.599+00:00,15.0945,,,No,,6 to 12 months,Mihajlo,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Confident,,,True,No,,,,True,OK,,Five,,,,Yes,,,,,Strongly agree,True,True,,True,True,True,True,,Strongly agree,,Strongly disagree,Strongly disagree,True,True,,,,,,,Rarely,Almost always,No,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Mother,Wrong,Wrong,,Wrong,Strongly agree,Strongly disagree,Wrong,,,,,OK,Strongly disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,25.931,11.939,UNICEF Bebbo Serbia,,761.577,6174118165988765,2416797765,2023-05-15 07:02:18.720000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.811,3,2023-05-15 06:49:37.143000+00:00,2023-04-10 17:01:03.082+00:00,17.234499999999997,Wrong,,,"Yes, more than 1",4 to 6 years,Lena,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,Wrong,,No,Yes,,Secondary,,OK,,,,,,No,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Capital,Strongly disagree,Strongly disagree,,,Wrong,True,3,,37,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,633.505,51.732,UNICEF Bebbo Serbia,,68137.81,6174862729274964,3444237921,2023-05-14 10:41:48.005000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.367,3,2023-05-13 15:46:10.195000+00:00,2023-04-10 17:01:03.082+00:00,243.7035,True,,,"Yes, more than 1",2 to 4 years,Dina,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,True,,No,Yes,,University,,OK,,,,,,No,OK,OK,,OK,Disagree,True,True,True,True,True,,,Serbian,Disagree,Large regional centers,Agree,Strongly disagree,,,Wrong,True,2,,37,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree,Disagree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,23020.010800000004,188.262,UNICEF Bebbo Serbia,,248772.203,6174862729274964,3444237921,2023-06-14 12:52:58.894000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,8.599,5,2023-06-11 15:46:46.691000+00:00,2023-06-01 17:32:18.599+00:00,1253.685,True,,,,2 to 4 years,Dina,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,,True,,No,,,,,OK,,,,,,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Disagree,,Agree,Strongly disagree,,,Wrong,True,,,,,Most of the times,Most of the times,Yes,Yes,Yes,No,Yes,No,,Most of the times,Do not agree,Disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,21.679,11.004,UNICEF Bebbo Serbia,,769.958,6174936932541442,3903790695,2023-05-14 20:57:21.623000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,7.318,3,2023-05-14 20:44:31.665000+00:00,2023-04-10 17:01:03.082+00:00,15.981000000000002,True,,,"Yes, 1",4 to 6 years,Kalina,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Not confident,Yes,Wrong,,No,Yes,,University,,OK,,,,,,No,OK,OK,,OK,Strongly agree,True,True,True,Not sure,True,,,Serbian,Disagree,Capital,Disagree,Strongly disagree,,,Wrong,True,2,,39,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Almost never,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,16.59860000000001,9.953,UNICEF Bebbo Serbia,,23917.939,6174936932541442,3903790695,2023-06-13 19:10:12.039000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.692,5,2023-06-13 12:31:34.100000+00:00,2023-06-01 17:32:18.599+00:00,13.071,True,,,,4 to 6 years,Branko,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Not confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,Not sure,Wrong,True,True,,,,Disagree,,Agree,Strongly disagree,,,Wrong,True,,,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,19.656,10.389,UNICEF Bebbo Serbia,,650.683,6177424295679855,2558363740,2023-05-13 17:23:43.724000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.4,3,2023-05-13 17:12:53.041000+00:00,2023-04-10 17:01:03.082+00:00,13.7265,True,,,"Yes, more than 1",2 to 4 years,Luka,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,Yes,True,,No,,Yes,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Capital,Strongly disagree,Strongly disagree,,,Wrong,True,2,,29,Man,Rarely,Most of the times,Yes,No,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Strongly disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,23.79670000000001,10.1795,UNICEF Bebbo Serbia,,767.706,6177424295679855,2558363740,2023-06-11 16:18:47.932000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.017,5,2023-06-11 16:06:00.226000+00:00,2023-06-01 17:32:18.599+00:00,15.142,True,Not sure,,,2 to 4 years,Aleksa,2,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,,True,,No,,,,,OK,Yes,,,Less than 1 week,Once a week,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,Ne,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Strongly disagree,Yes,Yes,Yes,Yes,Yes,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,50.05500000000003,19.695,UNICEF Bebbo Serbia,,1173.762,6179774858738707,2221529679,2023-06-15 19:12:51.367000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,7.141,5,2023-06-15 18:53:17.605000+00:00,2023-06-01 17:32:18.599+00:00,28.91,,,No,,6 to 12 months,"Luka,Mia i Tea",,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Very confident,,,Wrong,No,,,,True,OK,,Not applicable (child is less than 6 months old),,,,No,,,,,Agree,True,True,,True,True,True,Not sure,,Strongly agree,,Agree,Agree,Wrong,True,,,,,,,Almost never,,No,Yes,Yes,No,Yes,No,,Almost always,Agree,Agree,Father,True,True,,True,Strongly agree,Agree,Wrong,,,,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,52.144,20.996,UNICEF Bebbo Serbia,,1577.589,6179774858738707,2221529679,2023-05-18 13:15:46.353000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,7.417,3,2023-05-18 12:49:28.764000+00:00,2023-04-10 17:01:03.082+00:00,29.4325,,,No,"Yes, 1",0 to 6 months,"Luka,Mia i Tea",,If the 12-months-old cannot pick up very small objects,If the 3-year-old child does not play side by side with other children,,Confident,Very confident,Yes,,Wrong,No,Yes,,Secondary,True,OK,,Three,,,,Yes,OK,OK,,OK,Strongly agree,Not sure,True,,True,True,Not sure,Not sure,Serbian,Strongly agree,Village,Agree,Agree,True,True,,,3,,35,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,Wrong,True,,Wrong,Strongly agree,Agree,True,,,,,OK,Agree,,,,,,2
5e1d0a1e-e5d3-40bb-862e-263fd46b5187,serbian,30.6128,15.338,UNICEF Bebbo Serbia,,2605222.315,6179954565420710,1537958914,2023-07-01 16:26:31.392000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,8.644,4,2023-06-01 12:46:09.077000+00:00,2023-05-25 17:11:05.958+00:00,22.1335,True,,,"Yes, more than 1",4 to 6 years,Katarina,,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child cannot write properly,Very confident,Very confident,Yes,True,,Yes,,Yes,Secondary,,OK,,,Start,,,Yes,OK,,OK,OK,Agree,False,False,True,Not sure,True,,,Serbian,Strongly agree,Capital,Agree,Agree,,,Wrong,True,2,,38,Woman,Almost always,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Strongly agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,22.0373,13.2305,UNICEF Bebbo Serbia,,632.238,6179954565420710,1537958914,2023-07-01 16:37:16.237000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,9.036,5,2023-07-01 16:26:43.999000+00:00,2023-06-01 17:32:18.599+00:00,17.14825,True,,,,4 to 6 years,Ognjen i Katarina,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Very confident,Very confident,,True,,No,,,,,,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Disagree,Strongly disagree,,,Wrong,True,,,,,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Strongly agree,,,,,No,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,14.052200000000004,8.3045,UNICEF Bebbo Serbia,,1092.146,6180506705369362,3333658756,2023-06-08 21:54:58.631000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,5.709,5,2023-06-08 21:36:46.485000+00:00,2023-06-01 17:32:18.599+00:00,9.906,True,Yes,,,4 to 6 years,Selena,2,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,True,,Yes,,,,,OK,Yes,,,3-4 weeks,2-3 times a week,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,"Igre, savete, vakcinacija, sve o roditeljstvu",,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Disagree,Mother,,,True,,Disagree,Strongly disagree,,True,,,,OK,Strongly disagree,Yes,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,19.394,8.769,UNICEF Bebbo Serbia,,824.171,6180506705369362,3333658756,2023-05-11 06:31:48.327000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,5.945,3,2023-05-11 06:18:04.156000+00:00,2023-04-10 17:01:03.082+00:00,12.019,True,,,"Yes, more than 1",4 to 6 years,Selena,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,Yes,True,,Yes,,Yes,University,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Capital,Agree,Strongly disagree,,,Wrong,True,2,,30,Woman,Almost always,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Strongly agree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Agree,,,,,,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,18.324,9.479,UNICEF Bebbo Serbia,,718.001,6185524041569284,2414735186,2023-05-13 07:57:02.803000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,5.918,3,2023-05-13 07:45:04.802000+00:00,2023-04-10 17:01:03.082+00:00,14.0655,True,,,"Yes, 1",4 to 6 years,Dobrivoje,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,Wrong,,No,,Yes,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Disagree,True,True,Wrong,True,True,,,Serbian,Disagree,Village,Agree,Strongly disagree,,,Wrong,Wrong,2,,34,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,,,Wrong,,Disagree,Agree,,True,,,,OK,Agree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,11.875800000000003,7.914,UNICEF Bebbo Serbia,,497.869,6185524041569284,2414735186,2023-06-11 15:22:01.170000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.085,5,2023-06-11 15:13:43.301000+00:00,2023-06-01 17:32:18.599+00:00,10.32475,True,Yes,,,4 to 6 years,Dobrivoje,1,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,No,,,,,OK,Yes,,,3-4 weeks,2-3 times a week,Yes,,,,,Disagree,True,True,Wrong,True,True,,,,Disagree,,Agree,Strongly disagree,,,Wrong,True,,Informišem se o rastu i razvoju uglavnom,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,Yes,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,30.088,11.564,UNICEF Bebbo Serbia,,1493463.776,6187905997911308,3192115489,2023-05-23 18:35:57.254000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,7.221,3,2023-05-06 11:44:53.478000+00:00,2023-04-10 17:01:03.082+00:00,18.0275,True,,,"Yes, 1",4 to 6 years,Natalija,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,True,,No,Yes,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Smaller cities,Strongly disagree,Strongly disagree,,,Wrong,True,2,,38,Woman,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly agree,Other,,,True,,Strongly agree,Agree,,True,Ok,,,OK,Agree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,18.94590000000001,9.236,UNICEF Bebbo Serbia,,437.344,6187905997911308,3192115489,2023-06-04 13:53:26.278000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,6.647,5,2023-06-04 13:46:08.934000+00:00,2023-06-01 17:32:18.599+00:00,12.114,True,,,,4 to 6 years,Natalija,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,,True,,No,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,,,,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Other,,,True,,Strongly agree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,28.01,13.477,UNICEF Bebbo Serbia,,875.135,6188293447958809,1831827634,2023-05-09 10:04:40.383000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.546,3,2023-05-09 09:50:05.248000+00:00,2023-04-10 17:01:03.082+00:00,19.508,Wrong,,,"Yes, 1",4 to 6 years,Ema,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,True,,No,,Yes,University,,OK,,,,,,No,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Large regional centers,Agree,Agree,,,Wrong,True,1,,30,Woman,Most of the times,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Mother,,,Wrong,,Disagree,Strongly agree,,True,,,,OK,Strongly agree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,15.0667,9.652,UNICEF Bebbo Serbia,,562.238,6188293447958809,1831827634,2023-06-07 13:34:59.819000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.009,5,2023-06-07 13:25:37.581000+00:00,2023-06-01 17:32:18.599+00:00,12.4275,Wrong,Yes,,,4 to 6 years,Ema,1,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,No,,,,,OK,Yes,,,3-4 weeks,Once a week,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Agree,Agree,,,Wrong,True,,Igranje sa decom i koje sve vakcine dete treba da primi,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Disagree,Yes,Yes,Yes,Yes,Yes,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,14.737200000000009,8.6675,UNICEF Bebbo Serbia,,463.139,6188776264546974,2865064617,2023-06-25 19:53:59.717000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.334,5,2023-06-25 19:46:16.578000+00:00,2023-06-01 17:32:18.599+00:00,10.097,,,No,,0 to 6 months,Jovana,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,,,True,No,,,,True,OK,,One,,,,No,,,,,Strongly agree,True,True,,True,True,True,True,,Strongly agree,,Strongly disagree,Strongly disagree,Wrong,True,,,,,,,Rarely,Almost always,No,No,Yes,No,Yes,Yes,,Most of the times,Strongly agree,Strongly disagree,Mother,Wrong,Wrong,,Wrong,Strongly agree,Strongly disagree,Wrong,,,,,OK,Strongly disagree,,,,,,2
5e1d0a1e-e5d3-40bb-862e-263fd46b5187,serbian,20.104299999999995,8.991,UNICEF Bebbo Serbia,,2420696.224,6188776264546974,2865064617,2023-06-25 19:46:03.518000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.351,4,2023-05-28 19:21:07.294000+00:00,2023-05-25 17:11:05.958+00:00,11.96525,True,,,"Yes, more than 1",4 to 6 years,Nikoleta,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot write properly,Very confident,Very confident,Yes,Wrong,,Yes,Yes,,Secondary,,OK,,,Start,,,Yes,OK,OK,,OK,Strongly agree,False,False,True,False,False,,,Serbian,Strongly agree,Village,Disagree,Disagree,,,Wrong,True,4,,37,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Agree,Disagree,Mother,,,True,,Strongly agree,Strongly agree,,True,,,,OK,Strongly agree,,,,,,2
5e1d0a1e-e5d3-40bb-862e-263fd46b5187,serbian,31.55249999999999,11.852,UNICEF Bebbo Serbia,,2423100.139,6189842591092266,2366132965,2023-06-26 07:53:53.150000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.913,4,2023-05-29 06:48:53.011000+00:00,2023-05-25 17:11:05.958+00:00,19.87975,True,,,"Yes, 1",2 to 4 years,Milica,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot recognize all alphabet letters and does not have reading skills,Not confident,Not confident,Yes,True,,Yes,Yes,,University,,OK,,,Start,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly disagree,Smaller cities,Disagree,Disagree,,,Wrong,True,1,,25,Man,Almost always,Rarely,Yes,Yes,No,No,No,No,,Most of the times,Do not agree,Strongly agree,Father,,,True,,Strongly agree,Strongly agree,,True,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,59.177000000000106,8.275,UNICEF Bebbo Serbia,,29226.398,6189842591092266,2366132965,2023-06-26 16:01:18.612000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,5.587,5,2023-06-26 07:54:12.214000+00:00,2023-06-01 17:32:18.599+00:00,13.6775,True,,,,2 to 4 years,Milica,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot count to ten,Very confident,Very confident,,True,,Yes,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,Wrong,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,,,,Almost always,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Strongly agree,Strongly agree,Father,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Strongly disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,22.261,11.966,UNICEF Bebbo Serbia,,758.392,6191952367561643,2993063681,2023-05-14 06:27:57.693000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.182,3,2023-05-14 06:15:19.301000+00:00,2023-04-10 17:01:03.082+00:00,14.3725,True,,,"Yes, more than 1",2 to 4 years,Helena,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Not confident,Yes,True,,No,No,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Capital,Strongly disagree,Agree,,,Wrong,True,2,,23,Woman,Rarely,Most of the times,No,Yes,Yes,No,No,No,,Rarely,Do not agree,Agree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Agree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,33.89390000000002,13.3715,UNICEF Bebbo Serbia,,316783.91,6191952367561643,2993063681,2023-06-15 07:14:28.914000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.64,5,2023-06-11 15:14:45.004000+00:00,2023-06-01 17:32:18.599+00:00,19.9665,,,No,,12 to 24 months,Helena,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Not confident,,,True,No,,,,Wrong,OK,,Four,,,,No,,,,,Strongly agree,True,True,,True,True,Not sure,Not sure,,Disagree,,Agree,Agree,Wrong,True,,,,,,,Most of the times,Rarely,No,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Disagree,Mother,True,True,,True,Strongly agree,Disagree,True,,,,,OK,Agree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,75.91620000000002,14.924,UNICEF Bebbo Serbia,,1307.31,6191962624221788,566683241,2023-06-18 21:12:37.800000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,6.219,5,2023-06-18 20:50:50.490000+00:00,2023-06-01 17:32:18.599+00:00,40.5305,True,,,,2 to 4 years,Vasilije,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Disagree,True,True,True,True,True,,,,Strongly agree,,Agree,Strongly disagree,,,Wrong,True,,,,,Most of the times,Most of the times,No,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,18.9472,10.787,UNICEF Bebbo Serbia,,2420275.069,6191962624221788,566683241,2023-06-18 20:50:19.607000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,6.166,3,2023-05-21 20:32:24.538000+00:00,2023-04-10 17:01:03.082+00:00,13.484,Wrong,,,"Yes, 1",2 to 4 years,Vasilije,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident at all,Not confident,Yes,Wrong,,No,Yes,,University,,OK,,,Start,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Capital,Strongly disagree,Strongly disagree,,,Wrong,True,1,,27,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,26.084,10.022,UNICEF Bebbo Serbia,,14404.063,6192239397524181,2505476195,2023-05-18 15:50:09.500000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,6.398,3,2023-05-18 11:50:05.437000+00:00,2023-04-10 17:01:03.082+00:00,13.3205,Wrong,,,"Yes, 1",2 to 4 years,Sss,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,True,,No,Yes,,University,,OK,,,,,,Yes,OK,OK,,OK,Disagree,True,True,True,True,True,,,Serbian,Disagree,Capital,Agree,Strongly disagree,,,Wrong,True,1,,25,Prefer not to answer,Most of the times,Most of the times,No,Yes,Yes,Yes,Yes,No,,Rarely,Agree,Strongly agree,Other,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Disagree,,,,,,2
