form_wave,form_language,answer_time_min,creative,answer_time_median,answer_time_90,survey_duration,survey_created,survey_start_time,surveyid,userid,form_lang,answer_time_75,version,survey_name,shortcode,survey_end_time,seed,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,control_bebbo_knowledge,control_bebbo_usage,count_to_ten,cry_separated,decrease_stress,default_tys,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo
0,bulgarian,28.713,Ad2_Bebbo_Recruitment,28.713,28.713,28.713,2023-03-27 00:48:40.598+00:00,2023-04-07 11:29:22.795000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6144986698890176,,28.713,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 11:29:51.508000+00:00,3566685221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-04-22 04:17:21.264000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6145172335562670,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-22 04:17:21.264000+00:00,313231701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-06-28 16:42:06.121000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6145182152246314,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-28 16:42:06.121000+00:00,2222636615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.016,Ad2_Bebbo_Recruitment,15.433,36.9947,1021.367,2023-03-27 00:48:40.598+00:00,2023-04-02 10:21:58.464000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6145525125506988,,24.68,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-02 10:38:59.831000+00:00,3450991308,True,,,"Yes, 1",4 to 6 years,Шенол,,,If the 3-year-old child is becoming more independent,If the 5-year-old child shows signs of taking responsibility,Very confident,Very confident,Yes,,,Wrong,,No,,Yes,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Turkish,Strongly disagree,Large regional centers,Strongly agree,Disagree,,,Wrong,True,2,,37,Man,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree at all,Strongly disagree,Father,,,True,,Strongly disagree,Strongly agree,,Wrong,,,,OK,Strongly agree,,,,,
,,9.334,Ad2_Bebbo_Recruitment,13.512,36.8374,105.762,2023-05-05 17:51:30.601+00:00,2023-05-07 16:38:27.950000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,6145525125506988,,25.69,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-07 16:40:13.712000+00:00,3450991308,,,,,4 to 6 years,Аслъ,1,,,,,,,,,,,,,,,,,,,,,1-2 weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Father,,,,,,,,,,,,,,,,,,Yes
0,bulgarian,13.947,Ad2_Bebbo_Recruitment,13.947,13.947,13.947,2023-04-10 16:21:41.757+00:00,2023-05-14 15:08:28.997000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6145625585518895,,13.947,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 15:08:42.944000+00:00,2293296765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,14.217,Ad2_Bebbo_Recruitment,18.031,50406.1534,63035.432,2023-04-10 16:21:41.757+00:00,2023-04-18 04:22:02.473000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6145904828833829,,31510.607500000002,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-18 21:52:37.905000+00:00,636259475,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,OK,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-04-24 06:43:10.133000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6146057312136501,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-24 06:43:10.133000+00:00,2304368048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,9.157,Ad1_Bebbo_Recruitment,20.264,45.256,1564.594,2023-05-25 17:11:17.651+00:00,2023-06-01 17:19:42.149000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6146104465472195,,28.067,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-01 17:45:46.743000+00:00,3215108669,True,,,"Yes, 1",4 to 6 years,Magarita,,,If the 3-year-old child cannot draw an accurate image of human body,If the 5-year-old child shows signs of taking responsibility,Very confident,Not confident,Yes,,,Wrong,,No,,,Yes,Incomplete basic,,,,,,,,No,OK,,OK,OK,Disagree,Not sure,True,Wrong,False,Not sure,,,Bulgarian,Strongly disagree,Large regional centers,Agree,Agree,,,Wrong,True,2,,35,Woman,Rarely,Most of the times,No,Yes,No,No,No,No,,Rarely,Do not agree,Agree,Mother,,,True,,Strongly disagree,Agree,,True,,,,OK,Strongly disagree,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 19:31:55.082000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6146372128777964,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 19:31:55.082000+00:00,690927823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.373,Ad2_Bebbo_Recruitment,13.7955,27.295,904.115,2023-04-10 16:21:41.757+00:00,2023-05-14 19:55:27.961000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6146439862113582,,18.617,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 20:10:32.076000+00:00,642514509,,,No,"Yes, 1",12 to 24 months,Божидар,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,Yes,,,,True,No,,,Yes,Secondary,Wrong,OK,,Five,,,,No,OK,,OK,OK,Strongly agree,True,True,,True,True,True,True,Bulgarian,Disagree,Capital,Strongly agree,Strongly agree,Wrong,True,,,1,,33,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly disagree,Mother,Wrong,True,,Wrong,Strongly disagree,Disagree,True,,,,,OK,Strongly agree,,,,,
0,bulgarian,7.738,Ad2_Bebbo_Recruitment,9.012,13.235400000000002,92.146,2023-04-10 16:21:41.757+00:00,2023-04-11 14:17:16.476000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6146445665449155,,11.392,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-11 14:18:48.622000+00:00,346217381,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,1,,48,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.936,Ad2_Bebbo_Recruitment,13.9225,31.327399999999997,141.23,2023-04-10 16:21:41.757+00:00,2023-05-02 08:22:48.410000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6146480658765878,,22.9715,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-02 08:25:09.640000+00:00,1739845788,,,,,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,0,,34,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,10.32,Ad2_Bebbo_Recruitment,10.32,10.32,10.32,2023-05-25 17:11:17.651+00:00,2023-06-29 12:37:59.531000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6146602382133845,,10.32,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-29 12:38:09.851000+00:00,3196815878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,27.903,Ad2_Bebbo_Recruitment,27.903,27.903,27.903,2023-04-10 16:21:41.757+00:00,2023-04-19 17:13:10.982000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6146927645364809,,27.903,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-19 17:13:38.885000+00:00,1981505899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 09:12:05.405000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6147112115378484,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 09:12:05.405000+00:00,570821883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.72,Ad2_Bebbo_Recruitment,9.924,18.671,619.259,2023-05-25 17:11:17.651+00:00,2023-06-17 20:07:21.322000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6147257308662616,,12.5715,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-17 20:17:40.581000+00:00,3608463010,True,,,"Yes, 1",2 to 4 years,Явор,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Confident,Yes,,,True,,No,,Yes,,Secondary,,OK,,,,,,No,OK,OK,,OK,Disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Capital,Agree,Strongly agree,,,Wrong,True,2,,28,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,No,,Rarely,Agree,Disagree,Mother,,,Wrong,,Strongly disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-05-14 20:58:44.008000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6147666705350250,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-14 20:58:44.008000+00:00,2649271837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.602,Ad2_Bebbo_Recruitment,9.147,14.469800000000001,95.933,2023-04-10 16:21:41.757+00:00,2023-04-13 20:08:29.825000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6147705868629422,,10.897,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-13 20:10:05.758000+00:00,2294560996,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Smaller cities,,,,,,,1,,53,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bulgarian,3.606,Ad1_Bebbo_Recruitment,9.994,64.665,6027.756,2023-07-01 19:14:13.375+00:00,2023-07-02 15:02:36.453000+00:00,1dab5bcf-6de6-4b58-8ab0-e8704c02ae5d,6147758482017682,,25.714,2,UNICEF Bebbo Bulgaria v2,bebbobgfueng,2023-07-02 16:43:04.209000+00:00,395126686,True,Yes,,,2 to 4 years,Алейна,2,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child shows signs of taking responsibility,Very confident,Very confident,,,,True,,Yes,,,,,,,Yes,,Start,6+ weeks,2-3 times a week,Yes,,,,,Strongly disagree,False,False,True,False,False,,,,Strongly disagree,,Strongly agree,Strongly agree,,,True,True,,Не,,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,Кога,Almost always,Strongly agree,Strongly disagree,Mother,,,True,,Strongly disagree,Agree,,True,,,,OK,Strongly agree,Yes,Yes,Yes,Yes,Yes
0,bulgarian,6.762,Ad1_Bebbo_Recruitment,13.697,51.805200000000035,2423019.705,2023-04-10 16:21:41.757+00:00,2023-04-22 13:25:52.754000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6147758482017682,,29.725,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-20 14:29:32.459000+00:00,395126686,True,,,"Yes, 1",2 to 4 years,Алейна,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,,,True,,Yes,,Yes,,Secondary,,OK,,,Start,,,Yes,OK,OK,,OK,Disagree,False,False,True,False,False,,,Turkish,Disagree,Village,Agree,Disagree,,,True,True,2,,35,Woman,Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Strongly agree,Disagree,Mother,,,True,,Disagree,Agree,,True,Добре,,,OK,Disagree,,,,,
,,6.951,Ad1_Bebbo_Recruitment,10.417,20.971,960.736,2023-05-05 17:51:30.601+00:00,2023-05-20 14:29:49.543000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,6147758482017682,,15.400500000000001,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-20 14:45:50.279000+00:00,395126686,True,Yes,,,2 to 4 years,Алейна,2,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child cannot count to ten,Very confident,Confident,,,,True,,Yes,,,,,,OK,Yes,,,6+ weeks,2-3 times a week,Yes,,,,,Disagree,False,False,True,False,True,,,,Disagree,,Agree,Disagree,,,True,True,,Да,,,Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,Картата кога ще ми бъде пратена,,,OK,Disagree,Yes,Yes,Yes,Yes,Yes
1,bulgarian,8.421,Ad1_Bebbo_Recruitment,10.538,14.4535,181.476,2023-06-01 17:32:31.013+00:00,2023-06-05 04:36:57.977000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,6147767345288934,,12.881,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-06-05 04:39:59.453000+00:00,2396251549,,,,,6 to 12 months,Алекс,,If the 12-months-old shows shyness or nervousness when communicating with strangers,"If the 3-year-old child likes to play ""pretend"" games",,Very confident,Very confident,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,Not sure,Not sure,,,,,,,,,,,,,,Rarely,Almost always,,,,,,,,Most of the times,Do not agree at all,,Mother,,,,,,,,,,,,,,,,,,
0,bulgarian,7.505,Ad1_Bebbo_Recruitment,12.189,26.081599999999998,2525258.282,2023-04-10 16:21:41.757+00:00,2023-05-06 23:08:53.163000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6147767345288934,,17.505,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-05 04:36:31.445000+00:00,2396251549,,,No,"Yes, 1",6 to 12 months,Алекс,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,Yes,,,,True,Yes,,,No,Secondary,True,OK,,One,Start,,,Yes,OK,,OK,OK,Strongly disagree,True,True,,True,True,Not sure,Not sure,Bulgarian,Strongly disagree,Large regional centers,Strongly agree,Strongly agree,Wrong,True,,,1,,38,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree at all,Strongly disagree,Mother,True,Wrong,,Wrong,Strongly disagree,Strongly agree,True,,,,,OK,Strongly agree,,,,,
0,bulgarian,5.296,Ad2_Bebbo_Recruitment,7.721,15.811600000000002,94.434,2023-04-10 16:21:41.757+00:00,2023-05-16 17:39:53.273000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6148013095297080,,12.835,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-16 17:41:27.707000+00:00,1738921076,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,20,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,4.688,Ad2_Bebbo_Recruitment,5.8655,7.687899999999999,49.748,2023-05-25 17:11:17.651+00:00,2023-06-11 20:05:01.946000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6148185701868837,,6.45925,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-11 20:05:51.694000+00:00,288663831,,,,,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,0,,29,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,35215.852,Ad3_Bebbo_Recruitment,60946.257,81530.581,121892.514,2023-04-10 16:21:41.757+00:00,2023-05-07 08:12:46.284000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6148194591923598,,73811.4595,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-08 18:04:18.798000+00:00,1944812973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,8.219,Ad3_Bebbo_Recruitment,22.3465,35.41799999999999,237.132,2023-04-10 16:21:41.757+00:00,2023-05-04 19:01:19.522000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6148255431929374,,32.064,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-04 19:05:16.654000+00:00,244462137,,,,"Yes, more than 1",,,,,,,,,Yes,,,,,,,,,Basic,,,,,,,,,OK,,OK,OK,,,,,,,,,Turkish,,Large regional centers,,,,,,,3,,32,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.179,Ad1_Bebbo_Recruitment,10.64,28.239400000000003,149.504,2023-05-25 17:11:17.651+00:00,2023-06-21 11:17:08.977000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6148280285239972,,25.068,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-21 11:19:38.481000+00:00,4153740913,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,34,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.431,Ad2_Bebbo_Recruitment,12.206,25.983,141.318,2023-05-25 17:11:17.651+00:00,2023-06-20 11:48:34.060000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6148535555244867,,20.274,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-20 11:50:55.378000+00:00,2108588810,,,,"Yes, 1",,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Smaller cities,,,,,,,1,,17,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.624,Ad2_Bebbo_Recruitment,9.372,16.8058,270.381,2023-04-10 16:21:41.757+00:00,2023-05-12 14:46:13.273000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6148538191929065,,10.756,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-12 14:50:43.654000+00:00,3394943343,,,,"Yes, 1",6 to 12 months,Г,,If the 12-months-old cannot sit up on her own,,,Very confident,Very confident,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,True,True,,True,True,True,True,Bulgarian,,Smaller cities,,,,,,,1,,23,Woman,Almost never,,,,,,,,,Most of the times,Do not agree at all,,Mother,,,,,,,,,,,,,,,,,,
0,bulgarian,21.591,Ad2_Bebbo_Recruitment,26.0995,29.706300000000002,52.199,2023-04-10 16:21:41.757+00:00,2023-05-13 23:18:15.104000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6148797745199294,,28.35375,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-13 23:19:07.303000+00:00,360857564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.52,Ad3_Bebbo_Recruitment,9.469,17.310800000000008,520.51,2023-05-05 17:51:30.601+00:00,2023-05-07 15:17:55.265000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,6148866775205004,,11.212,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-07 15:26:35.775000+00:00,1294387248,,,No,,12 to 24 months,Наталия,,If the 12-months-old cannot sit up on her own,If the 3-year-old child cannot recognize 10 letters of the alphabet,,Confident,Confident,,,,,True,No,,,,,Wrong,OK,,Five,,,,No,,,,,Strongly disagree,True,True,,True,True,True,True,,Strongly disagree,,Agree,Strongly agree,Wrong,True,,,,,,,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Agree,Strongly disagree,Mother,True,True,,True,Strongly disagree,Disagree,True,,,,,OK,Disagree,,,,,No
0,bulgarian,6.999,Ad3_Bebbo_Recruitment,11.213999999999999,27.462,887.741,2023-03-27 00:48:40.598+00:00,2023-04-02 14:05:37.324000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6148866775205004,,13.6055,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-02 14:20:25.065000+00:00,1294387248,,,No,"Yes, 1",6 to 12 months,Наталия,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Confident,Yes,,,,True,No,,Yes,,University,Wrong,OK,,Five,,,,No,OK,OK,,OK,Strongly disagree,True,True,,True,True,True,False,Bulgarian,Disagree,Large regional centers,Disagree,Strongly agree,Wrong,True,,,1,,31,Man,Rarely,Most of the times,Yes,Yes,Yes,No,Yes,Yes,,Rarely,Agree,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Disagree,True,,,,,OK,Strongly agree,,,,,
0,bulgarian,25.36,Ad2_Bebbo_Recruitment,25.36,25.36,25.36,2023-04-10 16:21:41.757+00:00,2023-05-05 04:42:12.790000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6149106471805451,,25.36,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-05 04:42:38.150000+00:00,1661033636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-05-10 19:04:51.999000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,6149112908542223,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-10 19:04:51.999000+00:00,3823526796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad1_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 03:27:51.409000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6149117398535061,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 03:27:51.409000+00:00,345806500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.003,Ad3_Bebbo_Recruitment,8.471,22.862600000000004,1461.554,2023-03-27 00:48:40.598+00:00,2023-03-30 20:14:44.951000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,6149174608472583,,12.94175,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-03-30 20:39:06.505000+00:00,1177289991,Wrong,,,"Yes, 1",2 to 4 years,Мишел,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,,,True,,No,,,Yes,Secondary,,OK,,,,,,No,OK,,OK,OK,Strongly disagree,True,True,True,True,True,,,Bulgarian,Disagree,Village,Agree,Strongly agree,,,Wrong,True,1,,22,Woman,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,,,,,
,,5.252,Ad3_Bebbo_Recruitment,7.24,7.6266,27.487,2023-05-05 17:51:30.601+00:00,2023-05-07 14:29:57.474000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,6149174608472583,,7.434,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-07 14:30:24.961000+00:00,1177289991,,,,,2 to 4 years,Мишел,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,Yes
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-07-10 22:40:15.930000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,6149332725195120,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-10 22:40:15.930000+00:00,2811019043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
